id,creditPoint,lessonCode,lessonName
10054,1.0,PEDU110010.16,排球(二)(男)
10055,2.0,MECH110009.01,环境噪声控制
10056,2.0,358.060.1.01,有机合成
10057,4.0,COMP120006.09,程序设计
10058,8.0,FORE130052.01,基础法语(上)
10059,2.0,ENVI110006.01,环境工程学B
10060,1.0,212.074.1,德语阅读(上)
10061,2.0,ENGL110020.01,《日语》(上)
10062,2.0,170.111.1,现代生物技术导论
10063,1.0,PEDU110107.05,健美操
10064,2.0,FORE130023.01,美国文学史
10065,2.0,329.161.1.01,复合材料
10066,2.0,FORE130128.01,韩国语写作(下)
10067,2.0,PHYS130028.01,铁磁学
10068,3.0,PHYS130056.03,近代物理实验A
10069,2.0,PHIL130077.01,宗教社会学
10070,6.0,318.171.1.15,毕业论文(含专题讨论)
10071,3.0,349.004.1.01,数据库原理与应用
10072,2.0,ENVI119001,可持续发展
10073,2.0,370.137.1,生物技术概论与应用
10074,3.0,ECON130018,外国经济史
10075,1.0,PEDU110059,游泳(一)(男、女)
10076,2.0,317.059.1,军备控制研究
10077,2.0,356.252.1.01,临床流行病学
10078,16.0,MED130134.01,专业实习
10079,2.0,MATH119004.01,数学的魅力
10080,2.0,CHIN110017.01,影视艺术审美
10081,4.0,MATH120006.06,高等数学C(下）
10082,3.0,BIOL130024.01,生物统计学
10083,3.0,SOFT130010,项目管理
10084,2.0,MANA130169.01,运筹学中的计算机方法
10085,2.0,POLI130044.01,公共关系学
10086,2.0,329.197.2,流体力学实验Ⅱ
10087,2.0,317.107.1.01,西方国际关系理论
10088,3.0,356.100.1,细胞生物学
10089,2.0,PTSS110041,科技简史
10090,1.5,359.015.1,护理科研
10091,6.0,MECH130020.01,毕业论文
10092,6.0,CHEM130018.14,毕业论文
10093,2.0,313.074.1,报纸研究基础
10094,2.0,PHYS110004.01,环境心理物理学
10095,2.0,MECH130016.01,CAD与工程图学基础B
10096,2.0,ARTS130035.01,设计实践(二)
10097,4.0,361.006.1,高级Web技术
10098,2.0,FORE130086.01,日本报刊选读
10099,4.0,MECH130009.01,流体力学I
10100,2.0,329.040.1,建筑材料测试
10101,3.0,MANA130004.04,财务管理
10102,2.0,335.068.1,社会实践
10103,6.0,318.171.1.26,毕业论文(含专题讨论)
10104,3.0,222.010.1,无机化学
10105,2.0,370.901.2,实验室实习
10106,2.0,372.212.1.01,网络程序设计
10107,4.0,JOUR130017.01,教学大实习
10108,2.0,ENVI130013.01,环境信息系统
10109,3.0,356.232.1,正常人体形态与功能学IB
10110,2.0,MANA130284,国际商务英语
10111,2.0,FORE130213.01,德语词汇学
10112,2.0,MED130085,针灸与推拿学
10113,3.0,ECON130076.01,审计学
10114,2.0,MATE119001.02,材料科学与社会
10115,2.0,TOUR130023,旅游社会学
10116,3.0,469.002.1,会计学
10117,2.0,350.024.1,历史文化名城开发与保护
10118,2.0,FINE110009,朗读与演讲
10119,1.0,PEDU110036.01,体育舞蹈(二)(男)
10120,2.0,PHIL130055,全球伦理学
10121,3.0,329.238.2,线性代数与解析几何(下)
10122,1.0,PEDU110091.16,乒乓球
10123,2.0,MUSE130041.01,中国科技史概论
10124,1.0,PEDU110007.07,篮球(一)(女)
10125,2.0,FINE110002.02,交响音乐赏析
10126,2.0,BIOL110013.01,生命的科学
10127,2.0,316.056.1.01,逻辑哲学
10128,3.0,0545.1.1,金融法学
10129,2.0,POLI130030.01,美国政治与对外关系
10130,0.0,ENGL110037,大学英语I
10131,3.5,MED130032.02,眼耳鼻喉科
10132,1.0,PEDU110012.05,排球(二)(女)
10133,3.0,332.025.1,生产计划与排序
10134,2.5,356.224.3.01,正常人体形态与功能学ⅢA
10135,2.0,PHAR130084.01,临床药学概论
10136,2.0,PTSS110037.01,中国陶瓷文化与艺术
10137,2.0,117.020.1,韩国学概论
10138,3.0,INFO110001.17,计算机网络与多媒体
10139,3.5,318.025.1,数学模型与实习
10140,2.0,103.023.1.03,英语中级口语
10141,3.0,313.069.1,新闻媒介管理
10142,5.0,MATH120002.01,高等数学A(下）
10143,3.0,349.013.1.01,企业战略与IT战略
10144,2.0,345.013.1.01,固体废物处理与资源化
10145,3.0,LAWS120002.03,国际法
10146,1.0,COMP110002.17,计算机绘图与多媒体
10147,2.0,219.109.2,普通物理实验b
10148,3.0,356.130.1.06,神经生物学
10149,3.0,MANA130049.01,国际营销管理
10150,5.0,218.123.1.07,高等代数Ⅰ
10151,3.0,292.060.1,算法设计与分析
10152,2.0,312.130.1.01,德语报刊
10153,3.0,211.909.1,中国文学批评史
10154,2.0,114.010.1,二十世纪世界史
10155,2.0,212.092.2.02,英语听说I(下)
10156,2.0,FORE130049.01,翻译理论与技巧(德语)(下)
10157,3.0,ECON130047,经济法
10158,2.0,PHAR130004.02,有机合成
10159,2.0,INFO130084.01,网络工程规划与设计
10160,4.0,ENGL110001.09,大学英语I
10161,2.0,322.006.1,应用化学实验
10162,3.0,MANA120003.02,会计学
10163,10.0,212.035.1,中级法语上
10164,2.0,PHAR130008.02,生物制药技术
10165,2.0,348.024.1.01,商务谈判
10166,2.0,CHIN120004.01,四大古典小说解读
10167,2.0,CHEM130052,科学训练实验
10168,3.0,ECON130159.01,金融经济学原理
10169,2.0,361.022.1,逻辑程序设计
10170,6.0,INFO130016.05,毕业论文
10171,4.0,FORE130003.02,中级英语(上)
10172,2.0,PHIL130073.01,国学通论
10173,2.0,COMP110009.01,LINUX操作系统
10174,1.0,INFO110042.05,计算机基础与数据库
10175,1.5,356.183.1.02,医学统计方法
10176,2.0,234.028.1.01,文化人类学
10177,4.0,212.097.2.01,高级俄语(中)
10178,4.0,0830.3.1,管理会计C
10179,4.0,MECH130008,弹性力学
10180,2.0,PHYS110002,改变世界的物理学
10181,3.0,MANA130264.01,管理新视野
10182,2.0,COMP110026,VB程序设计与实践
10183,1.0,PHAR130074.01,药用高分子材料学
10184,2.0,PTSS110047.02,生命教育研究
10185,3.0,268.003.1.04,微观经济学A
10186,12.0,MED130119.02,内科实习
10187,2.0,313.100.1,电视节目构成
10188,2.0,316.050.1,西方美学史
10189,2.0,PHIL130009.01,中国哲学史(下)
10190,3.0,101.073.1.06,马克思主义基础理论
10191,2.0,TOUR130038,休闲学概论
10192,3.0,325.003.1,运营计划与控制
10193,3.0,SOFT130015,数据库设计
10194,2.0,ENGL110044.23,大学英语II
10195,2.0,311.332.1.01,目录学及其应用
10196,2.5,MED130109.01,传染病学B
10197,2.0,356.250.1.08,儿科学(床边教学)
10198,3.0,MANA130053,计算机网络
10199,2.0,ENGL110044.13,大学英语II
10200,1.0,PHAR130030.01,中药新药的研究与开发
10201,3.0,INFO110002.04,计算机网络与数据库
10202,2.0,268.036.1,政府经济学
10203,6.0,221.103.1,微机原理与接口技术(A)
10204,2.0,312.215.1.02,英汉口译
10205,1.0,FORE130122.01,韩国语泛读I
10206,2.0,117.040.1,政治心理学
10207,2.0,ENVI110002.01,城市绿地规划与设计
10208,2.0,PHIL119034.01,逻辑与批判性思维
10209,3.0,369.001.1,管理学进展
10210,2.0,358.013.1,药用植物学I
10211,3.0,372.131.1,数字信号处理A
10212,2.0,334.008.1,组织社会学
10213,2.0,317.036.1,管理心理学
10214,3.0,INFO110004.08,VB程序设计
10215,2.0,PHIL119033.01,《费尔巴哈论》研读
10216,2.0,350.025.1.01,旅游管理专题
10217,3.0,334.134.1.01,专业英语
10218,3.0,318.031.1,应用偏微分方程
10219,2.0,334.100.2,普通心理学(下)
10220,2.0,349.023.1,实习调查
10221,1.0,PHAR130085.01,天然药物研究前沿技术
10222,4.0,MED130014.03,药理学C
10223,3.0,372.138.1.01,通信系统实验
10224,6.0,MATH130015.19,毕业论文(含专题讨论)
10225,4.0,356.236.1.01,生物化学
10226,2.0,127.009.1.01,法治的理论与实践
10227,2.0,FORE130131.01,英语多文体阅读(上)
10228,3.0,172.016.1,计算机网络
10229,1.0,313.207.1,影视广告制作
10230,3.0,360.003.1,风险管理学
10231,4.0,312.008.3,第二外语(英语)(下)
10232,2.0,LAWS110013,合同法的理论与实践
10233,3.0,372.097.2.03,模拟与数字电路实验(下)
10234,1.0,PEDU110075.01,击剑(男、女)
10235,2.0,122.002.1.01,元素发现史
10236,2.0,312.014.1,英美影视
10237,2.0,358.110.1.01,药用植物学与生药学
10238,1.5,357.003.1,预防医学（上）
10239,3.0,319.154.1,广义相对论
10240,3.0,MANA130076.01,统计软件
10241,2.0,INFO130106.01,微电子机械系统应用
10242,2.5,356.188.1.02,实验动物学
10243,6.0,329.145.1,毕业论文
10244,4.0,ENGL110002.33,大学英语II
10245,2.0,316.024.1,康德哲学
10246,2.0,HIST119020.01,历史上的中国与世界
10247,2.0,212.052.2,韩国语视听说II(下)
10248,2.0,FORE130019.03,英语听说II(下)
10249,3.0,MANA130194.01,商务法语（上）
10250,1.0,PHPM110041.01,医院经营管理
10251,2.0,339.050.1.01,交互式多媒体
10252,3.0,MECH130001.01,工程数学
10253,3.0,370.055.1.02,生理学
10254,3.0,318.006.1,拓扑学
10255,2.0,PHAR130043,物理药学
10256,5.0,INFO120005.03,数学分析（下）
10257,2.0,372.239.1.01,计算机病毒及其防治
10258,2.0,BIOL130053.01,转基因动物技术
10259,2.0,HIST130018.01,宋辽金元史
10260,3.0,372.156.1,线性代数
10261,2.0,131.011.1,光辐射与健康
10262,2.0,359.041.1.01,疼痛护理
10263,2.0,ECON130103.01,保险企业经营管理
10264,3.0,HIST130151.01,中国近代史
10265,3.0,INFO130230,TCP/IP组网基础及应用
10266,1.5,356.163.1.01,法医毒理学
10267,4.0,JOUR130018,毕业论文
10268,3.0,0795.1.1,亚太经济
10269,3.0,COMP110006.16,VB程序设计
10270,4.0,331.007.1,光源化学
10271,2.0,357.016.1,卫生事业管理学
10272,2.0,319.023.1,辐射防护
10273,2.0,MANA130175.01,客户关系管理
10274,1.0,PHAR130045.01,药物化学II
10275,2.0,370.155.1.01,计算结构生物学
10276,1.0,PEDU110006.03,篮球(二)(男)
10277,2.0,172.040.1,医学工程概论
10278,1.0,158.012.1,新药研究与开发
10279,2.0,FORE130266.01,德语文学经典研究
10280,6.0,MED130056,内科学C
10281,2.0,PTSS110012.02,中共党史人物述评
10282,2.0,CHIN120003,美学
10283,1.0,PEDU110102.21,足球
10284,2.0,HIST119026.01,中国古代社会现象与制度
10285,1.0,NDEC110002.09,军事理论
10286,1.0,357.025.1,卫生事业财会管理
10287,1.0,212.008.1,英语阅读II上
10288,4.0,PHYS130001.01,大学物理(近代)
10289,2.0,SOCI110023.02,大学生生涯规划与发展
10290,1.0,INFO130015,生产实习
10291,2.0,FORE130117.01,韩国语视听说I(下)
10292,2.0,334.020.1,当代社会学理论主流
10293,4.0,TOUR130013.01,毕业论文
10294,1.0,INFO110040.16,计算机绘图与多媒体
10295,4.0,FORE130029,毕业论文
10296,2.0,ENVI119004.01,材料与环境
10297,2.0,355.015.1.01,财经英语(上)
10298,3.0,BIOL120001.04,现代生物科学导论
10299,1.0,PEDU110077.01,网球(男、女)
10300,3.0,172.019.1.01,计算机网络与数据库
10301,2.0,211.003.1,现代文学作品导读
10302,3.0,359.004.1,护理学基础（上）
10303,2.0,329.135.1,结构动力学测试与建模
10304,4.0,SOCI130015,毕业论文
10305,4.0,117.007.2,高级汉语(下)
10306,2.0,PHAR130019.01,药事管理学
10307,2.0,212.122.2,英国文学史选读（下）
10308,2.0,BIOL119007.01,中国古代环境史导论
10309,2.0,SOCI130081,家庭治疗
10310,2.0,FINE110014.07,中外音乐审美
10311,3.0,341.016.1,保险学
10312,1.0,PEDU110005.05,篮球(一)(男)
10313,3.0,MECH130106.01,应用实变函数与泛函分析基础
10314,2.0,ENGL110044.36,大学英语II
10315,2.0,POLI130120.01,中国共产党研究
10316,3.0,MECH130088.02,材料力学
10317,2.0,PHIL120008.01,中国哲学简史
10318,2.0,313.059.1,广告媒介策略
10319,2.0,PHAR130086,基于问题的药理学
10320,3.0,372.080.1.01,生物医学工程专业实验(上)
10321,3.0,372.036.1.01,工程生理学基础
10322,2.0,BIOL130068.01,载体学与基因操作
10323,2.0,329.237.1.01,张量分析与微分几何基础I
10324,1.0,PEDU110077.09,网球
10325,2.0,170.125.1,生物工程概论
10326,1.0,102.032.4,体育(四)
10327,2.0,PHIL110025.01,佛教概述
10328,3.0,COMP120005.01,集合与图论
10329,1.0,PEDU110060.02,游泳(二)(男、女)
10330,2.0,COMP110026.01,VB程序设计与实践
10331,2.0,MECH130101.01,飞机结构力学
10332,2.0,104.019.1,戏剧与人生
10333,3.0,INFO130013.01,近代无线电实验(下)
10334,3.0,PTSS110054.09,马克思主义基础原理概论
10335,1.0,PEDU110026.02,羽毛球(二)(男)
10336,1.0,FORE130058,法语会话
10337,1.0,INFO130048.02,程序设计实习
10338,3.0,ECON130123,随机过程
10339,2.0,312.100.1,韩国汉文字
10340,2.0,ENGL110007.01,高级英文写作
10341,2.0,PHIL130063.01,西方伦理学原著选读
10342,2.0,316.024.1.01,康德哲学
10343,5.0,124.025.1,计算机应用基础
10344,2.0,FORE130198.01,比较文学
10345,2.0,SOCI130125,NPO管理
10346,2.0,172.027.1,Windows2000操作系统
10347,2.0,MED119002.01,疫苗改变世界
10348,2.0,601.006.1,基督教近现代发展史讲座
10349,2.0,HIST130110.01,中国历史文选
10350,3.0,MANA130107,银行管理专题
10351,2.0,268.025.1,当代西方经济学流派
10352,3.0,COMP110006.08,VB程序设计
10353,3.0,INFO130238.01,工程光学
10354,4.0,INFO130053.02,概率论与数理统计
10355,2.0,FORE130119.01,韩国语视听说II(下)
10356,4.0,MANA130017.03,毕业论文
10357,2.0,157.023.1,环境与健康
10358,4.5,MED130023.04,外科学B（上）
10359,2.0,317.119.1,大众传媒与外交
10360,2.0,317.030.1.01,领导科学
10361,2.0,0130.1.1,先秦两汉散文
10362,1.0,PEDU110046.01,击剑(一)(女)
10363,1.0,102.315.1,羽毛球
10364,2.0,CHEM130007.03,仪器分析和物理化学实验A下
10365,4.0,329.103.1,振动理论与应用
10366,2.0,PTSS110049.01,宗教与文化
10367,2.0,PHIL110012.01,集合论
10368,2.0,PTSS110006.10,法律基础
10369,2.0,HIST119019.01,欧洲文明的现代历程
10370,3.0,ECON120003.14,宏观经济学A
10371,1.0,358.088.1,不对称催化反应与手性药物的合成
10372,2.0,212.092.2,英语听说I(下)
10373,2.0,319.107.1,基础物理实验
10374,1.0,PEDU110042.14,健美操(二)(女)
10375,2.0,322.119.1,现代化学专题(生物与分离)
10376,2.0,101.008.1.03,毛泽东思想概论
10377,2.0,LAWS130044.01,中国法律思想史
10378,2.0,LAWS110018.01,医学与法律
10379,3.0,INFO110004.16,VB程序设计
10380,2.0,234.028.1,文化人类学
10381,3.5,356.102.1.01,系统解剖学
10382,2.0,311.237.1,断代文学研究
10383,48.0,356.269.1,临床实习
10384,2.0,MANA130042,国际商务管理
10385,2.0,361.038.1,计算机系统接口技术
10386,2.0,SOCI130004.01,文化人类学
10387,3.0,268.018.1.03,财政学
10388,4.0,313.227.1.01,毕业论文
10389,2.0,INFO130141.01,遥感原理与技术
10390,3.0,318.158.1,数值逼近
10391,1.0,COMP110004.01,计算机基础与数据库
10392,2.0,104.010.1,影视剧审美教育
10393,1.0,PEDU110010.07,排球(二)(男)
10394,2.0,SOCI110025,转型中的中国社会
10395,2.0,319.157.1,有机半导体发光
10396,2.0,BIOL130055.01,蛋白质组学
10397,2.0,HIST130102,民初政治与人物
10398,3.0,0780.1.1,期货与证券投资
10399,3.5,MED130020.01,中医学
10400,2.0,MUSE130012.01,古籍与版本
10401,2.0,JOUR130144.01,广播电视新闻分析
10402,2.0,317.147.1.01,认同与国际关系
10403,3.0,MANA130255.01,中国政治制度
10404,1.0,105.002.1.08,军事理论
10405,1.0,BIOL130015.02,生理学实验
10406,3.0,SOCI130020.01,社会工作行政
10407,2.5,MED130015.04,功能学科综合实验
10408,2.0,356.185.1.05,感染性疾病的诊断与治疗学
10409,2.0,TOUR130054.01,会展管理
10410,5.0,MATH120008.05,数学分析Ⅰ
10411,3.0,MATE130034.01,材料科学导论
10412,3.5,324.010.1,微型机控制技术
10413,2.0,316.036.1.01,应用伦理学
10414,2.0,FORE130219.01,法语语法学
10415,2.0,358.003.1,分析化学(上)
10416,1.0,FORE130011.01,综合练习I
10417,4.0,156.037.1,专业汉语
10418,2.0,359.008.1,医学和护理心理学
10419,4.0,ENGL110001.20,大学英语I
10420,1.0,313.218.1.01,中外广告案例赏析
10421,2.0,334.091.1.01,宗教社会学
10422,2.0,PHAR130004,有机合成
10423,2.0,117.040.1.01,政治心理学
10424,1.0,PTSS130001.01,医学伦理学
10425,1.0,MED130080,分子医学导论
10426,3.0,372.080.2.01,生物医学工程专业实验(下)
10427,2.0,MED130157.04,耳鼻喉科学
10428,2.0,330.024.1,专业英语(材料物理)(上)
10429,4.0,ENGL110003.42,大学英语III
10430,1.0,PEDU110087,运动训练 （四）
10431,2.0,335.028.1,博物馆程序与操作
10432,2.0,FINE110027.01,西方音乐史
10433,2.0,PHYS130005.02,物理实验(下)
10434,5.0,COMP120002,数学分析（下）
10435,1.0,359.016.1,皮肤科护理学
10436,2.0,SOCI130059,法律与社会
10437,2.0,PHIL119009,科学、技术及其思想发展
10438,2.0,ENGL110044.49,大学英语II
10439,3.0,158.022.1,有机光谱分析
10440,2.0,SOCI130070,人口分析
10441,1.0,212.017.2,综合练习I下
10442,2.0,ENVI130035,环境经济学
10443,6.0,1396.1.3,日语精读(三)
10444,3.0,0967.1.1,解析几何A
10445,2.0,MED130144.11,基于疾病的多学科教学II
10446,3.0,ECON130105.01,微分方程
10447,6.0,FORE130075.02,日语III(下)
10448,3.0,INFO130055.04,操作系统A
10449,4.0,219.114.1,计算物理
10450,2.0,224.105.1,电子线路基础
10451,5.0,MATH120004,高等数学B（下）
10452,2.0,ENGL110044.45,大学英语II
10453,1.0,102.215.1,羽毛球(一)(女)
10454,2.0,372.103.1.01,软件实践
10455,1.5,270.002.1,植物学实验
10456,2.0,FORE130142.01,交替传译II
10457,2.0,ECON130024,经贸英语(上)
10458,2.0,140.006.1,金融市场学
10459,2.0,CHIN110006.01,唐诗鉴赏
10460,2.0,311.015.1,中国近代文学史研究
10461,2.0,312.079.1,俄语语法学
10462,2.0,319.135.1.01,光子晶体
10463,4.0,ENGL110002.43,大学英语II
10464,2.0,372.117.1.01,数据库设计实践
10465,2.0,POLI130050,西方行政学说史
10466,2.0,372.148.1.01,微电子机械系统应用
10467,2.0,CHIN119013.01,宋词导读
10468,3.0,329.227.1,数学物理方法
10469,3.0,358.067.1,药剂学I
10470,2.0,MANA130296.01,移动商务
10471,4.0,103.015.3.44,大学英语III
10472,2.0,LAWS110001.01,劳动法
10473,1.0,PEDU110043.10,健美(一)(男)
10474,2.0,PHYS110012.01,文科物理
10475,2.0,101.047.1.01,思想道德修养
10476,2.0,222.008.2,物理化学实验A(下)
10477,3.0,356.124.1.05,病理生理学
10478,2.0,SOCI130090.01,临床心理学
10479,2.0,356.248.1.06,妇产科学(床边教学)
10480,3.0,wyg.005.1,德语精读(2)
10481,1.0,PEDU110009,排球(一)(男)
10482,2.0,CHIN130147,语用学
10483,2.0,ENGL110036.05,英语公众演说
10484,3.0,318.079.1,寿险精算
10485,2.0,POLI110021,东北亚国际关系与韩国外交
10486,2.0,222.106.2,仪器分析和物理化学实验A中
10487,2.0,SOCI119002.01,现代西方心理学名著导读
10488,1.0,101.070.1,就业指导
10489,2.0,MED130012.04,寄生虫学C
10490,2.0,1335.1.1,电子物理实验
10491,3.0,325.064.1.01,物流管理
10492,1.0,358.043.1.01,医药拉丁语
10493,2.0,CHIN110002.01,中国古典诗词鉴赏
10494,2.0,COMP110014,数据库应用基础
10495,2.0,347.008.1.01,国际税务管理
10496,2.0,334.036.1,社会科学统计软件应用
10497,2.0,212.122.2.01,英国文学史选读（下）
10498,2.5,356.205.1,功能学科综合实验
10499,2.0,329.112.1,生物力学基础
10500,2.0,MATE119001.04,材料科学与社会
10501,12.0,MED130120.01,外科实习
10502,1.0,PEDU110005.06,篮球(一)(男)
10503,6.0,318.171.1.33,毕业论文(含专题讨论)
10504,2.0,172.033.1,软件项目管理
10505,3.0,INFO130229.01,机器人学导论
10506,3.0,222.009.1.01,谱学导论
10507,3.0,SOCI130012.01,专业英语
10508,4.0,ENGL110003.33,大学英语III
10509,2.0,358.028.1.01,医院药学
10510,1.0,PEDU110088.27,篮球
10511,3.0,392.052.1,计算机体系结构
10512,2.0,FORE130051.01,德语文学史及作品选读(下)
10513,2.0,HIST130045.01,甲骨金文学
10514,2.0,MANA110033.01,亚洲市场分析
10515,3.0,269.007.1.04,管理信息系统
10516,2.0,322.026.1,工业催化
10517,2.0,ECON120012,国际经济学
10518,1.0,MED130038.01,外科见习
10519,1.0,COMP110002.12,计算机绘图与多媒体
10520,2.0,350.007.1,导游学
10521,3.0,340.002.1,外汇管理
10522,2.0,357.034.1.01,卫生事业管理学
10523,3.0,ECON120003.08,宏观经济学A
10524,2.0,POLI130061,港台政治与行政
